
Dies[A,A,E,E,G,N,][A,B,B,J,O,O,][A,C,H,O,P,S,][A,F,F,K,P,S,][A,O,O,T,T,W,][C,I,M,O,T,U,][D,E,I,L,R,X,][D,E,L,R,V,Y,][D,I,S,T,T,Y,][E,E,G,H,N,W,][E,E,I,N,S,U,][E,H,R,T,V,W,][E,I,O,S,S,T,][E,L,R,T,T,Y,][H,I,M,N,U,Qu,][H,L,N,N,R,Z,]
board:B W E T E E L S N O V E W F O X 	n_words 112 	avg 1.12e+02 	std 0.0 	min 112 	max 112 	N 1	words:['bee', 'bees', 'beet', 'beetle', 'bel', 'below', 'belt', 'ben', 'bene', 'bevel', 'eel', 'eleven', 'elevon', 'els', 'else', 'enol', 'enow', 'eon', 'eve', 'even', 'ewe', 'foe', 'fon', 'fool', 'fools', 'foveole', 'foveolet', 'fox', 'leben', 'lee', 'leet', 'leno', 'leone', 'let', 'lev', 'levee', 'levo', 'lex', 'lone', 'loo', 'loof', 'love', 'loves', 'low', 'lown', 'neb', 'nee', 'neve', 'new', 'newel', 'noel', 'noo', 'novel', 'now', 'oes', 'ole', 'oleo', 'one', 'oven', 'own', 'see', 'seel', 'sel', 'set', 'seven', 'sew', 'sex', 'sleet', 'sleeve', 'slew', 'sloe', 'sloven', 'slow', 'steel', 'steeve', 'stele', 'stew', 'svelte', 'tee', 'teel', 'teen', 'tel', 'tele', 'teles', 'telex', 'tels', 'tew', 'vee', 'vest', 'vestee', 'vex', 'voe', 'vole', 'volt', 'volte', 'vow', 'web', 'wee', 'ween', 'wees', 'weet', 'welt', 'welts', 'wen', 'west', 'wet', 'woe', 'won', 'woo', 'woof', 'wove', 'woven']
board:E E H T H E L C T L M A N B E T 	n_words 114 	avg 95.0 	std 79.9 	min 8 	max 562 	N 74	words:['ache', 'acme', 'act', 'ale', 'all', 'allee', 'alme', 'almeh', 'alt', 'amble', 'ate', 'beach', 'beam', 'beat', 'bel', 'bell', 'belle', 'belt', 'bema', 'bet', 'beta', 'bleach', 'bleat', 'blet', 'call', 'callet', 'calm', 'cam', 'came', 'camel', 'camlet', 'cat', 'cate', 'chela', 'chelate', 'cheth', 'clam', 'eat', 'eel', 'elate', 'ell', 'elm', 'eme', 'eta', 'eth', 'heel', 'heh', 'hell', 'hellcat', 'helm', 'helmet', 'hem', 'heme', 'het', 'heth', 'lac', 'lam', 'lamb', 'lame', 'lat', 'late', 'lea', 'leach', 'leal', 'lee', 'leet', 'let', 'lethe', 'mac', 'mach', 'mache', 'macle', 'mae', 'male', 'mall', 'mallee', 'mallet', 'malt', 'mat', 'mate', 'meal', 'meat', 'mel', 'melee', 'mell', 'melt', 'met', 'meta', 'metal', 'meth', 'tach', 'tache', 'tact', 'tae', 'tael', 'talc', 'tale', 'tall', 'tam', 'tame', 'tea', 'teach', 'teal', 'team', 'tee', 'teel', 'tel', 'tela', 'tele', 'tell', 'the', 'thee', 'them', 'theme']
board:T A T B H L C S O N E N D T N S 	n_words 112 	avg 95.2 	std 79.4 	min 8 	max 562 	N 75	words:['ace', 'aces', 'acne', 'act', 'ale', 'alec', 'alone', 'alt', 'altho', 'calo', 'cat', 'cats', 'cel', 'celt', 'cent', 'cento', 'cesta', 'clod', 'clon', 'clone', 'clot', 'dol', 'dole', 'doles', 'dolt', 'don', 'done', 'donne', 'dot', 'dote', 'eclat', 'end', 'enhalo', 'enol', 'ens', 'hale', 'hales', 'halo', 'halt', 'hat', 'hats', 'hod', 'hole', 'holt', 'hon', 'hone', 'hones', 'honest', 'hot', 'hotel', 'lac', 'lace', 'lat', 'lath', 'lend', 'leno', 'lens', 'lent', 'lento', 'let', 'lone', 'lot', 'nest', 'net', 'nod', 'noh', 'not', 'note', 'ole', 'one', 'ones', 'scale', 'scat', 'scend', 'scent', 'sec', 'sect', 'sel', 'selah', 'sen', 'send', 'sent', 'set', 'seton', 'stale', 'stales', 'stat', 'tace', 'tact', 'talc', 'tale', 'talent', 'tales', 'talon', 'tat', 'tecta', 'tel', 'tela', 'ten', 'tend', 'tens', 'test', 'testa', 'that', 'tho', 'thole', 'tod', 'tola', 'tole', 'ton', 'tone', 'tonne']
board:T E H M V T S P E B O S V E E A 	n_words 74 	avg 94.9 	std 78.9 	min 8 	max 562 	N 76	words:['asp', 'ass', 'asset', 'bee', 'bees', 'beet', 'besot', 'bet', 'beth', 'boa', 'boas', 'bop', 'bos', 'bosh', 'boss', 'bot', 'both', 'bott', 'ess', 'estop', 'eth', 'eve', 'hes', 'hest', 'het', 'obe', 'obes', 'oes', 'ops', 'ose', 'pht', 'pose', 'posh', 'posse', 'posset', 'post', 'pot', 'pots', 'sea', 'see', 'set', 'sett', 'settee', 'she', 'sob', 'sop', 'soph', 'sos', 'sot', 'soth', 'spot', 'stet', 'stoa', 'stob', 'stop', 'tee', 'test', 'testee', 'tet', 'teth', 'the', 'toe', 'toes', 'top', 'toph', 'tophe', 'tops', 'tosh', 'toss', 'vee', 'vest', 'vestee', 'vet', 'veto']
board:M B Y A G W F L S A T Y H E M R 	n_words 109 	avg 95.1 	std 78.4 	min 8 	max 562 	N 77	words:['aft', 'alfa', 'alt', 'amyl', 'ash', 'ate', 'eat', 'eta', 'fag', 'fame', 'fas', 'fash', 'fat', 'fate', 'fay', 'flay', 'fly', 'flyte', 'gae', 'gam', 'game', 'games', 'gas', 'gash', 'gat', 'gate', 'hae', 'haem', 'haet', 'haft', 'hag', 'ham', 'hame', 'has', 'hat', 'hate', 'haw', 'haws', 'hawse', 'heat', 'hem', 'hes', 'het', 'lay', 'mae', 'maes', 'mag', 'mas', 'mash', 'mat', 'mate', 'mates', 'maw', 'meat', 'mesa', 'mesh', 'met', 'meta', 'sag', 'same', 'sat', 'sate', 'satyr', 'saw', 'sea', 'seam', 'seat', 'set', 'seta', 'sha', 'shaft', 'shag', 'sham', 'shame', 'shat', 'shaw', 'shawm', 'she', 'shea', 'sheaf', 'swag', 'swam', 'swat', 'tae', 'tag', 'tam', 'tame', 'tames', 'tas', 'taw', 'taws', 'tawse', 'tea', 'team', 'teas', 'try', 'tryma', 'twa', 'twae', 'twas', 'wae', 'waes', 'waft', 'wag', 'wags', 'wame', 'was', 'wash', 'wat']
board:U D I C O A A E L G R E S T D I 	n_words 135 	avg 95.6 	std 78.0 	min 8 	max 562 	N 78	words:['aal', 'ace', 'acid', 'ado', 'aecia', 'aerie', 'aga', 'agar', 'ago', 'agree', 'aid', 'alga', 'algae', 'alodia', 'als', 'alt', 'are', 'area', 'areca', 'argal', 'argol', 'arid', 'art', 'arts', 'cad', 'cadi', 'caid', 'car', 'card', 'care', 'cargo', 'cart', 'cartload', 'cee', 'cere', 'dace', 'dag', 'dago', 'dal', 'dare', 'dared', 'dart', 'dead', 'dear', 'dee', 'deer', 'dere', 'dial', 'dialog', 'dice', 'dicer', 'die', 'dire', 'dirt', 'dog', 'dogs', 'dol', 'dolt', 'drag', 'drags', 'dread', 'dree', 'dual', 'duo', 'eagre', 'ear', 'era', 'ere', 'erg', 'ergo', 'ergodic', 'gad', 'gadi', 'gae', 'gal', 'gaol', 'gar', 'gaud', 'glad', 'glare', 'goa', 'goad', 'goal', 'god', 'graal', 'grace', 'grad', 'gradual', 'gree', 'greed', 'grid', 'gride', 'ice', 'idea', 'idol', 'ire', 'lad', 'lag', 'laic', 'lar', 'lard', 'laree', 'largo', 'lari', 'laud', 'load', 'log', 'loud', 'oar', 'ogre', 'oud', 'race', 'racial', 'rad', 'radial', 'rag', 'raga', 'raia', 'raid', 'read', 'rec', 'red', 'ree', 'reed', 'rei', 'rid', 'ride', 'slag', 'slog', 'stride', 'trace', 'trad', 'tread', 'tree', 'udo']
board:F E L L T W U O B I T E S T S H 	n_words 82 	avg 95.4 	std 77.6 	min 8 	max 562 	N 79	words:['bis', 'bise', 'bit', 'bite', 'bits', 'bitt', 'eft', 'ell', 'elute', 'eth', 'etui', 'fell', 'felloe', 'fet', 'fetish', 'feu', 'few', 'hes', 'hest', 'het', 'its', 'left', 'leftist', 'let', 'leu', 'lewis', 'lot', 'loth', 'loti', 'lout', 'loutish', 'lute', 'lutes', 'lutist', 'oes', 'ole', 'out', 'outs', 'outsit', 'outwish', 'outwit', 'set', 'sett', 'she', 'sheol', 'sib', 'sis', 'sit', 'site', 'sith', 'stole', 'stull', 'tel', 'tell', 'test', 'tew', 'the', 'tis', 'tit', 'tithe', 'toe', 'toes', 'tole', 'toll', 'tolu', 'tui', 'tule', 'tulle', 'twist', 'twit', 'weft', 'well', 'wet', 'wis', 'wise', 'wish', 'wist', 'wit', 'wite', 'with', 'withe', 'wittol']
board:H F I B Y S R W O E R T E S Y U 	n_words 71 	avg 95.1 	std 77.1 	min 8 	max 562 	N 80	words:['birr', 'birse', 'bis', 'bise', 'bree', 'bris', 'brr', 'err', 'ers', 'fib', 'fibre', 'fir', 'fire', 'firer', 'fires', 'firs', 'fish', 'free', 'frees', 'fresh', 'frise', 'ire', 'oes', 'ose', 'oyer', 'oyes', 'ree', 'rees', 'res', 'resh', 'rib', 'rif', 'rise', 'riser', 'rut', 'rye', 'see', 'seer', 'seers', 'sees', 'ser', 'serf', 'serif', 'serry', 'shy', 'shyer', 'sib', 'sir', 'sire', 'siree', 'sirree', 'sos', 'soy', 'sri', 'tree', 'trey', 'try', 'tuyer', 'tye', 'tyee', 'tyer', 'tyre', 'wire', 'wirer', 'wis', 'wise', 'wises', 'wish', 'wry', 'yes', 'yurt']
board:T V B M S U P Y U R N W S E I I 	n_words 81 	avg 95.0 	std 76.7 	min 8 	max 562 	N 81	words:['bun', 'bur', 'burin', 'burn', 'burnie', 'burp', 'burs', 'burse', 'burst', 'bus', 'bust', 'but', 'ern', 'ers', 'erst', 'input', 'inure', 'ire', 'nub', 'nurse', 'nut', 'nuts', 'pries', 'prune', 'pub', 'pun', 'pur', 'pure', 'puri', 'purin', 'purine', 'purs', 'purse', 'pursue', 'pus', 'put', 'puts', 'rei', 'rein', 'res', 'rin', 'rub', 'ruby', 'rue', 'run', 'rune', 'ruse', 'rust', 'rut', 'sei', 'sen', 'ser', 'serin', 'sri', 'stub', 'stun', 'sub', 'sue', 'suer', 'sun', 'sup', 'sure', 'tub', 'tun', 'tune', 'tuner', 'tunes', 'tup', 'turn', 'upby', 'urine', 'urn', 'urus', 'use', 'user', 'usurp', 'win', 'wine', 'wines', 'wire', 'wyn']
board:E I L A E B Y R W C R R S E R H 	n_words 33 	avg 94.2 	std 76.5 	min 8 	max 562 	N 82	words:['alb', 'aryl', 'bee', 'brew', 'brr', 'byre', 'byrl', 'cee', 'ceil', 'crew', 'cry', 'err', 'ewe', 'ewer', 'lar', 'lay', 'lib', 'lie', 'lycee', 'lyre', 'ray', 'rec', 'res', 'rya', 'screw', 'scry', 'sec', 'ser', 'serry', 'sew', 'web', 'wee', 'yar']
board:R S T V O I C E N T N F R E O B 	n_words 146 	avg 94.8 	std 76.2 	min 8 	max 562 	N 83	words:['bone', 'boner', 'bonito', 'bot', 'cenote', 'cent', 'center', 'centner', 'cento', 'centre', 'cine', 'cion', 'cis', 'cist', 'cite', 'citer', 'enter', 'entice', 'eon', 'ern', 'fen', 'fet', 'fob', 'foe', 'foetor', 'fon', 'font', 'ice', 'inert', 'infect', 'infecter', 'infector', 'info', 'inter', 'intern', 'into', 'intone', 'intoner', 'ion', 'iron', 'irone', 'ironer', 'isotone', 'its', 'neon', 'net', 'nets', 'nice', 'nine', 'nit', 'nite', 'niter', 'niton', 'nitre', 'nob', 'noir', 'nor', 'nori', 'norite', 'nos', 'not', 'note', 'noter', 'notice', 'notion', 'one', 'onion', 'ontic', 'onto', 'oscine', 'renin', 'rent', 'ret', 'retine', 'rice', 'rin', 'riot', 'rioter', 'rite', 'rosin', 'rot', 'rote', 'roti', 'rotis', 'roto', 'scene', 'scent', 'scion', 'sic', 'sice', 'sin', 'since', 'sine', 'sinter', 'sir', 'sit', 'site', 'son', 'sone', 'sonic', 'sori', 'sot', 'sri', 'steno', 'stentor', 'stint', 'stinter', 'stir', 'ten', 'tenet', 'tenor', 'tenorist', 'tenorite', 'tent', 'tenter', 'tern', 'tic', 'tin', 'tinct', 'tine', 'tint', 'tinter', 'tiro', 'tis', 'tit', 'titer', 'titre', 'toe', 'toit', 'ton', 'tone', 'toner', 'tonetic', 'tonic', 'tor', 'tori', 'tors', 'torsi', 'tost', 'vector', 'venin', 'venine', 'venison', 'vent', 'venter', 'vet']
board:I E O Y L U C Z G A O E W Y U T 	n_words 51 	avg 94.3 	std 75.9 	min 8 	max 562 	N 84	words:['ace', 'ague', 'ale', 'alec', 'auto', 'caul', 'caw', 'cay', 'ceil', 'cel', 'coal', 'cot', 'cote', 'coy', 'coz', 'cozy', 'cue', 'ecu', 'gal', 'gale', 'gay', 'glace', 'glue', 'guaco', 'guile', 'gul', 'lac', 'lace', 'lag', 'law', 'lay', 'layout', 'lei', 'leu', 'lie', 'lieu', 'luau', 'luce', 'lug', 'oca', 'oculi', 'out', 'toe', 'toy', 'wag', 'wale', 'waul', 'way', 'yaw', 'you', 'zoa']
board:N S R W V E D J W T F N H S U L 	n_words 70 	avg 94.0 	std 75.5 	min 8 	max 562 	N 85	words:['deft', 'den', 'dens', 'dev', 'dew', 'eft', 'efts', 'ens', 'ers', 'eth', 'fed', 'fen', 'fer', 'fet', 'fetus', 'few', 'flu', 'flus', 'flush', 'fluster', 'flute', 'fluter', 'fun', 'fund', 'lush', 'lust', 'luster', 'lute', 'lutes', 'nerd', 'net', 'nets', 'new', 'news', 'newt', 'nut', 'nuts', 'red', 'reds', 'ref', 'refund', 'res', 'ret', 'rets', 'rev', 'sen', 'ser', 'set', 'sets', 'sew', 'sned', 'stew', 'stun', 'sun', 'sunder', 'sundew', 'ted', 'ten', 'tens', 'tew', 'tun', 'tush', 'unde', 'under', 'vet', 'wed', 'weft', 'wen', 'wet', 'wren']
board:V X O G T L C R O G L O U I W S 	n_words 51 	avg 93.5 	std 75.2 	min 8 	max 562 	N 86	words:['clog', 'clot', 'cog', 'col', 'colog', 'colt', 'cor', 'cos', 'cow', 'cowl', 'cowls', 'cows', 'cox', 'crow', 'crows', 'gill', 'glow', 'gor', 'got', 'gox', 'grow', 'growl', 'ill', 'loco', 'log', 'lot', 'low', 'lows', 'lox', 'oil', 'oils', 'olio', 'orc', 'owl', 'roc', 'roll', 'row', 'slow', 'sol', 'soli', 'sorgo', 'sow', 'swig', 'swill', 'tog', 'toil', 'toils', 'toll', 'wig', 'will', 'wos']
board:O H P G U L L E I L T B G H E C 	n_words 56 	avg 93.1 	std 74.9 	min 8 	max 562 	N 87	words:['beg', 'bel', 'bell', 'belle', 'belt', 'bet', 'betel', 'beth', 'bethel', 'blet', 'cel', 'cell', 'celli', 'cello', 'celt', 'cete', 'ell', 'eth', 'gel', 'gelt', 'get', 'ghi', 'gill', 'gilt', 'glebe', 'hebe', 'hell', 'hello', 'het', 'hill', 'hillo', 'hilt', 'holp', 'holt', 'hull', 'hullo', 'iglu', 'ill', 'leg', 'let', 'lethe', 'light', 'lilt', 'lull', 'peg', 'pellet', 'pelt', 'pet', 'pleb', 'plebe', 'plight', 'teg', 'tel', 'tell', 'the', 'thill']
board:S H A E H N S T Y I R Y B E L S 	n_words 131 	avg 93.5 	std 74.6 	min 8 	max 562 	N 88	words:['ani', 'anil', 'anis', 'anise', 'any', 'ash', 'ate', 'bel', 'berlin', 'beryl', 'bey', 'bier', 'bile', 'bin', 'binate', 'birl', 'birle', 'birse', 'bis', 'bise', 'bistre', 'bye', 'east', 'easy', 'eat', 'els', 'ern', 'ers', 'erst', 'estrin', 'eta', 'hae', 'haet', 'hanse', 'has', 'hast', 'haste', 'hat', 'hate', 'hats', 'hie', 'hin', 'hire', 'hirsle', 'his', 'hist', 'ins', 'inset', 'ire', 'lei', 'leis', 'ley', 'lib', 'liber', 'lie', 'lier', 'lin', 'lins', 'lis', 'list', 'lyre', 'lyrist', 'lysate', 'lyse', 'lysin', 'nae', 'nib', 'nil', 'reb', 'rei', 'rein', 'reins', 'reis', 'relish', 'relist', 'rely', 'rib', 'riel', 'rile', 'rin', 'rins', 'rinse', 'rise', 'sans', 'sat', 'sate', 'satyr', 'sea', 'seat', 'set', 'seta', 'sha', 'shat', 'shiel', 'shier', 'shin', 'shins', 'shire', 'shirt', 'shirts', 'shist', 'shy', 'shyer', 'sib', 'sin', 'sinh', 'sins', 'sir', 'sire', 'sly', 'snash', 'snib', 'snye', 'sri', 'sty', 'style', 'styler', 'styli', 'syli', 'tae', 'tahsil', 'tan', 'tans', 'tas', 'tea', 'teas', 'trey', 'tribe', 'try', 'tyre', 'yin']
board:S I O T K E A S E A E O D L Y N 	n_words 106 	avg 93.7 	std 74.2 	min 8 	max 562 	N 89	words:['aal', 'aas', 'aeon', 'ais', 'akee', 'ale', 'aye', 'dak', 'dal', 'dale', 'dales', 'day', 'deal', 'dee', 'dees', 'deke', 'del', 'delay', 'dele', 'ease', 'easel', 'east', 'eat', 'eel', 'eke', 'eld', 'eon', 'iota', 'kae', 'kale', 'kay', 'kayo', 'kea', 'keel', 'keen', 'lad', 'lade', 'lake', 'lakes', 'lay', 'lea', 'lead', 'leak', 'leas', 'least', 'led', 'lee', 'leek', 'lek', 'leno', 'ley', 'lye', 'neat', 'nee', 'nest', 'noel', 'noes', 'nos', 'nose', 'noyade', 'oast', 'oat', 'oes', 'one', 'ones', 'ose', 'oyes', 'sat', 'sea', 'seal', 'seas', 'season', 'seat', 'see', 'seed', 'seek', 'seel', 'sees', 'sei', 'sel', 'sen', 'sike', 'ska', 'skald', 'skee', 'skeen', 'ski', 'son', 'sone', 'sot', 'soy', 'soya', 'stoa', 'tae', 'tael', 'tao', 'tas', 'toe', 'toes', 'yak', 'yea', 'yeas', 'yeast', 'yen', 'yes', 'yon']
board:R P D E A C S I P L H A N E Z U 	n_words 105 	avg 93.8 	std 73.8 	min 8 	max 562 	N 90	words:['ache', 'aid', 'aide', 'ais', 'aisle', 'ale', 'alp', 'als', 'ape', 'apse', 'arc', 'arch', 'archaise', 'arcs', 'ash', 'ashlar', 'aside', 'asp', 'cap', 'cape', 'caps', 'capsid', 'car', 'carp', 'chaise', 'chase', 'chela', 'chi', 'chia', 'chias', 'chid', 'chide', 'chis', 'clap', 'crap', 'crape', 'craps', 'die', 'dies', 'dis', 'disc', 'dish', 'elapse', 'els', 'else', 'eparch', 'escape', 'escar', 'escarp', 'has', 'hasp', 'haze', 'hazel', 'help', 'hen', 'hep', 'hid', 'hide', 'hie', 'his', 'isle', 'lac', 'lap', 'laps', 'lapse', 'lar', 'larch', 'lehua', 'lez', 'pac', 'pacha', 'pal', 'pale', 'palp', 'pals', 'pap', 'par', 'parch', 'peh', 'pen', 'psi', 'rachis', 'rale', 'rap', 'rape', 'raps', 'said', 'sau', 'scale', 'scalp', 'scape', 'scar', 'scarp', 'schlep', 'scrap', 'scrape', 'sei', 'sha', 'she', 'shlep', 'side', 'slap', 'spa', 'spale', 'spar']
board:T I Y I A N H S O H W S E E R E 	n_words 63 	avg 93.5 	std 73.4 	min 8 	max 562 	N 91	words:['ain', 'ait', 'ani', 'ant', 'anti', 'any', 'eon', 'ere', 'ers', 'ess', 'ewe', 'ewer', 'hant', 'hao', 'hat', 'her', 'here', 'heres', 'hers', 'hew', 'hewer', 'hin', 'hint', 'his', 'hiss', 'hisser', 'hit', 'hoe', 'hoer', 'hon', 'inhere', 'nit', 'noh', 'oat', 'ree', 'res', 'resh', 'rho', 'ser', 'sere', 'sew', 'sewer', 'shin', 'shit', 'shy', 'syn', 'tahr', 'tain', 'tan', 'tao', 'tin', 'wee', 'were', 'wha', 'what', 'whee', 'where', 'wheres', 'whin', 'whit', 'who', 'why', 'yin']
board:T K W E T H T V E J P N E R M S 	n_words 30 	avg 92.8 	std 73.3 	min 8 	max 562 	N 92	words:['ere', 'eth', 'ether', 'her', 'here', 'herm', 'het', 'jee', 'jeer', 'jet', 'khet', 'pht', 'pree', 'ree', 'ret', 'sphere', 'spree', 'tee', 'term', 'tew', 'the', 'thee', 'there', 'therm', 'vet', 'wet', 'wether', 'whee', 'where', 'whet']
board:N T T Z H S I V I O E N E Y O C 	n_words 71 	avg 92.5 	std 73.0 	min 8 	max 562 	N 93	words:['con', 'cone', 'coney', 'coni', 'convey', 'coo', 'cooey', 'coy', 'eon', 'eosin', 'eosine', 'eye', 'eyes', 'hie', 'his', 'hist', 'hoe', 'hoise', 'hoist', 'hooey', 'hose', 'host', 'hoy', 'incest', 'invest', 'its', 'nest', 'nit', 'noes', 'noo', 'noose', 'oes', 'one', 'ones', 'ooh', 'ose', 'oyes', 'sec', 'sei', 'sen', 'shoe', 'shoo', 'sin', 'since', 'sine', 'sit', 'sith', 'soon', 'soy', 'thio', 'this', 'tho', 'tie', 'tin', 'tine', 'tis', 'tit', 'vein', 'vest', 'vie', 'vine', 'vino', 'vis', 'vise', 'yen', 'yes', 'yon', 'yoni', 'zin', 'zinc', 'zit']
board:U F S U P T T R T E T E J N E I 	n_words 69 	avg 92.3 	std 72.6 	min 8 	max 562 	N 94	words:['enter', 'entree', 'entrust', 'ers', 'erst', 'jee', 'jet', 'jete', 'jets', 'nee', 'neep', 'net', 'nets', 'nett', 'netter', 'pee', 'peen', 'pen', 'pent', 'pet', 'peter', 'pets', 'petter', 'petti', 'put', 'puts', 'putt', 'puttee', 'putter', 'putti', 'puttier', 'ree', 'rei', 'ret', 'rete', 'retene', 'retie', 'rets', 'rust', 'rut', 'step', 'stet', 'street', 'stupe', 'sturt', 'sure', 'suttee', 'tee', 'teen', 'teeter', 'ten', 'tenet', 'tent', 'tenter', 'tentie', 'tet', 'tetter', 'tie', 'tier', 'tree', 'treen', 'tret', 'trust', 'trustee', 'tuft', 'tufter', 'tup', 'tureen', 'utter']
board:P R E O U T W E Y O T E R A X - 	n_words 451 	avg 96.1 	std 81.0 	min 8 	max 562 	N 95	words:['ate', 'att', 'ave', 'avo', 'avow', 'avower', 'awe', 'awee', 'axe', 'axe', 'axite', 'axle', 'ear', 'eat', 'eft', 'ego', 'emote', 'emoter', 'enow', 'enter', 'era', 'erupt', 'ester', 'eta', 'eth', 'etna', 'etwee', 'eve', 'ewe', 'ewer', 'far', 'faro', 'fat', 'fate', 'fatter', 'fatty', 'fax', 'fay', 'fee', 'feet', 'few', 'fewer', 'for', 'fora', 'foray', 'fou', 'four', 'fox', 'foy', 'gar', 'garote', 'gat', 'gate', 'gator', 'gay', 'gee', 'goa', 'goat', 'goatee', 'gor', 'gory', 'got', 'gout', 'gouty', 'gox', 'goy', 'hao', 'hat', 'hate', 'hatter', 'hay', 'hew', 'hewer', 'hoar', 'hoary', 'hoax', 'hora', 'hot', 'hotter', 'hour', 'how', 'howe', 'hoy', 'hoya', 'iota', 'ixora', 'jar', 'jato', 'jay', 'jee', 'jeer', 'jew', 'jot', 'jota', 'jotter', 'jotty', 'jow', 'joy', 'kat', 'kay', 'kayo', 'keet', 'koa', 'kor', 'korat', 'lar', 'lat', 'late', 'latte', 'latter', 'lax', 'lay', 'layout', 'layup', 'lee', 'leer', 'leet', 'lory', 'lot', 'lota', 'lotte', 'loup', 'lour', 'lout', 'low', 'lowe', 'lower', 'lox', 'mar', 'mat', 'mate', 'matt', 'matte', 'matter', 'max', 'may', 'mayo', 'mayor', 'meet', 'meow', 'mew', 'moa', 'moat', 'mor', 'mora', 'moray', 'mot', 'mote', 'mott', 'motte', 'mow', 'mower', 'moxa', 'nary', 'natter', 'natty', 'nay', 'nee', 'new', 'newer', 'newt', 'nor', 'not', 'nota', 'notary', 'note', 'noter', 'now', 'nowt', 'oar', 'oat', 'oath', 'oats', 'oot', 'ora', 'orate', 'ottar', 'otter', 'otto', 'our', 'out', 'outer', 'outre', 'outwar', 'outwit', 'ova', 'ovary', 'owe', 'owl', 'own', 'owse', 'oxo', 'par', 'pat', 'pate', 'pattee', 'patter', 'patty', 'pax', 'pay', 'payor', 'payout', 'pee', 'peer', 'pew', 'pewter', 'pot', 'potter', 'potty', 'pour', 'pout', 'pouter', 'pouty', 'pow', 'power', 'powter', 'pox', 'pree', 'pretor', 'prutot', 'pur', 'pure', 'puree', 'put', 'putt', 'puttee', 'putter', 'putti', 'putto', 'putts', 'qat', 'qwerty', 'rat', 'rat', 'rate', 'rate', 'rath', 'ratio', 'rato', 'rato', 'rats', 'ratter', 'ratter', 'ratty', 'rave', 'raw', 'rax', 'rax', 'ray', 'ray', 'ree', 'ret', 'rewet', 'roar', 'rot', 'rot', 'rota', 'rota', 'rotary', 'rote', 'rote', 'roti', 'rotl', 'roto', 'rots', 'rotte', 'rotte', 'rotter', 'rotter', 'roue', 'roup', 'roup', 'rout', 'rout', 'route', 'route', 'router', 'router', 'rove', 'row', 'row', 'rower', 'rower', 'rows', 'rut', 'rya', 'ryot', 'sat', 'sate', 'sax', 'say', 'see', 'seer', 'sew', 'sewer', 'soar', 'sora', 'sot', 'sou', 'soup', 'sour', 'souter', 'sow', 'sower', 'sox', 'soy', 'soya', 'star', 'stay', 'steer', 'stew', 'stoa', 'storax', 'story', 'stoup', 'stour', 'stoure', 'stout', 'stow', 'strew', 'sty', 'styrax', 'sweer', 'sweet', 'swot', 'tao', 'tar', 'taro', 'tarot', 'tat', 'tate', 'tatter', 'tatty', 'tax', 'tea', 'tear', 'teary', 'tee', 'teeth', 'teg', 'tel', 'tela', 'ten', 'tenor', 'tenour', 'tepa', 'tepoy', 'tet', 'tew', 'tews', 'tho', 'thou', 'too', 'toot', 'tooter', 'tor', 'tora', 'tory', 'tot', 'tote', 'toter', 'tots', 'totter', 'tour', 'tout', 'touter', 'tow', 'tower', 'towhee', 'towie', 'town', 'townee', 'tows', 'toy', 'tray', 'tree', 'trot', 'trout', 'trouty', 'trow', 'troy', 'tsar', 'tup', 'twa', 'twee', 'tweet', 'tweets', 'twerp', 'twit', 'two', 'tyro', 'uta', 'utter', 'var', 'vary', 'vat', 'vee', 'votary', 'vote', 'voter', 'vow', 'vower', 'war', 'wary', 'wat', 'watt', 'watter', 'way', 'wear', 'weary', 'wee', 'weet', 'weets', 'weft', 'weka', 'welt', 'welter', 'wen', 'went', 'wept', 'wert', 'west', 'wester', 'wet', 'wetter', 'wha', 'what', 'whee', 'who', 'whoa', 'wit', 'wite', 'witty', 'woe', 'woo', 'wot', 'wove', 'wow', 'wrote', 'yar', 'yatter', 'yaw', 'you', 'your', 'yow', 'yowe', 'yowie', 'yowl', 'yows', 'yup', 'yurt']
